article_id,authors_txt,title,pmid,volume,issue,abstract,year,journal_name,impact_factor,first_author_extracted,last_author_extracted,primary_affiliation,country
2957,Theopold U;Samakovlis C;Erdjument-Bromage H;Dillon N;Axelsson B;Schmidt O;Tempst P;Hultmark D,"Helix pomatia lectin, an inducer of Drosophila immune response, binds to hemomucin, a novel surface mucin.",8662683,271,22,"We describe the isolation and initial characterization of hemomucin, a novel Drosophila surface mucin that is likely to be involved in the induction of antibacterial effector molecules after binding a snail lectin (Helix pomatia A hemagglutinin). Two proteins of 100 and 220 kDa were purified from the membrane fraction of a Drosophila blood cell line using lectin columns. The two proteins are products of the same gene, as demonstrated by peptide sequencing. The corresponding cDNAs code for a product that contains an amino-terminal putative transmembrane domain, a domain related to the plant enzyme strictosidine synthase, and a mucin-like domain in the carboxyl-terminal part of the protein. The gene is expressed throughout development. In adult flies, high expression is found in hemocytes, in specialized regions of the gut, and in the ovary, where the protein is deposited onto the egg surface. In the gut, the mucin co-localizes with the peritrophic membrane. The cytogenetic location of the gene is on the third chromosome in the region 97F-98A.",1996,The Journal of biological chemistry,4.8,Theopold U,Hultmark D,"Department of Molecular Biology, Stockholm University, S-106 91 Stockholm, Sweden.",Sweden
1658,Soukup SF;Culi J;Gubb D,Uptake of the necrotic serpin in Drosophila melanogaster via the lipophorin receptor-1.,19557185,5,6,"The humoral response to fungal and Gram-positive infections is regulated by the serpin-family inhibitor, Necrotic. Following immune-challenge, a proteolytic cascade is activated which signals through the Toll receptor. Toll activation results in a range of antibiotic peptides being synthesised in the fat-body and exported to the haemolymph. As with mammalian serpins, Necrotic turnover in Drosophila is rapid. This serpin is synthesised in the fat-body, but its site of degradation has been unclear. By ""freezing"" endocytosis with a temperature sensitive Dynamin mutation, we demonstrate that Necrotic is removed from the haemolymph in two groups of giant cells: the garland and pericardial athrocytes. Necrotic uptake responds rapidly to infection, being visibly increased after 30 mins and peaking at 6-8 hours. Co-localisation of anti-Nec with anti-AP50, Rab5, and Rab7 antibodies establishes that the serpin is processed through multi-vesicular bodies and delivered to the lysosome, where it co-localises with the ubiquitin-binding protein, HRS. Nec does not co-localise with Rab11, indicating that the serpin is not re-exported from athrocytes. Instead, mutations which block late endosome/lysosome fusion (dor, hk, and car) cause accumulation of Necrotic-positive endosomes, even in the absence of infection. Knockdown of the 6 Drosophila orthologues of the mammalian LDL receptor family with dsRNA identifies LpR1 as an enhancer of the immune response. Uptake of Necrotic from the haemolymph is blocked by a chromosomal deletion of LpR1. In conclusion, we identify the cells and the receptor molecule responsible for the uptake and degradation of the Necrotic serpin in Drosophila melanogaster. The scavenging of serpin/proteinase complexes may be a critical step in the regulation of proteolytic cascades.",2009,PLoS genetics,4.5,Soukup SF,Gubb D,"Functional Genomics Unit, CIC bioGUNE, Derio, Spain.",Spain
1728,Bergeret E;Perrin J;Williams M;Grunwald D;Engel E;Thevenon D;Taillebourg E;Bruckert F;Cosson P;Fauvarque MO,TM9SF4 is required for Drosophila cellular immunity via cell adhesion and phagocytosis.,18796536,121,Pt 20,"Nonaspanins are characterised by a large N-terminal extracellular domain and nine putative transmembrane domains. This evolutionarily conserved family comprises three members in Dictyostelium discoideum (Phg1A, Phg1B and Phg1C) and Drosophila melanogaster, and four in mammals (TM9SF1-TM9SF4), the function of which is essentially unknown. Genetic studies in Dictyostelium demonstrated that Phg1A is required for cell adhesion and phagocytosis. We created Phg1A/TM9SF4-null mutant flies and showed that they were sensitive to pathogenic Gram-negative, but not Gram-positive, bacteria. This increased sensitivity was not due to impaired Toll or Imd signalling, but rather to a defective cellular immune response. TM9SF4-null larval macrophages phagocytosed Gram-negative E. coli inefficiently, although Gram-positive S. aureus were phagocytosed normally. Mutant larvae also had a decreased wasp egg encapsulation rate, a process requiring haemocyte-dependent adhesion to parasitoids. Defective cellular immunity was coupled to morphological and adhesion defects in mutant larval haemocytes, which had an abnormal actin cytoskeleton. TM9SF4, and its closest paralogue TM9SF2, were both required for bacterial internalisation in S2 cells, where they displayed partial redundancy. Our study highlights the contribution of phagocytes to host defence in an organism possessing a complex innate immune response and suggests an evolutionarily conserved function of TM9SF4 in eukaryotic phagocytes.",2008,Journal of cell science,4.0,Bergeret E,Fauvarque MO,"CEA, iRTSV, LTS, 38054 Grenoble, France.",France
3097,Kylsten P;Kimbrell DA;Daffre S;Samakovlis C;Hultmark D,The lysozyme locus in Drosophila melanogaster: different genes are expressed in midgut and salivary glands.,1588905,232,3,"As part of a study of the genes involved in antibacterial defense in Drosophila melanogaster, we have isolated genomic clones harboring a family of chicken-type lysozyme genes, using a lepidopteran lysozyme cDNA as probe. The locus was mapped to the cytological location 61F1-4 on the third chromosome and two of the genes at this locus, LysD and LysP, were analyzed in detail. In contrast to the bacteria-induced lysozymes in the hemolymph of many insects, the transcription levels of both Drosophila genes decrease after bacterial injections into the hemocoel. Apparently, these gene products, like the specifically adapted lysozymes in mammalian foregut fermenters, have been recruited for the digestion of bacteria present in fermenting food. The LysD gene is expressed in an anterior section of the midgut during all feeding stages of development in both larvae and adults. The LysP gene is only active in the adult where it is expressed in the salivary glands. The transcription units for both genes are very compact and they lack introns. Lysozyme D is unusual in that it is predicted to have an acidic isoelectric point whereas lysozyme P appears to be a typical basic lysozyme.",1992,Molecular & general genetics : MGG,3.1,Kylsten P,Hultmark D,"Department of Molecular Biology, Stockholm University, Sweden.",Sweden
3445,Daffre S;Kylsten P;Samakovlis C;Hultmark D,The lysozyme locus in Drosophila melanogaster: an expanded gene family adapted for expression in the digestive tract.,8159165,242,2,"Lysozyme has been studied in insects as part of the system of inducible antibacterial defence in the haemolymph. We recently found two Drosophila lysozyme genes that are constitutively expressed in the digestive tract, and are probably involved in the digestion of bacteria in the food. To obtain an overview of the lysozyme genes in this species and their possible roles in immunity and digestion, we have now characterized all six lysozyme genes in the cloned part of the lysozyme locus at 61F, and a seventh gene that maps to the same chromosomal location. The expression of the genes follows four different patterns: firstly, four closely related genes, LysB, C, D and E, are all strongly expressed in the midgut of larvae and adults; secondly, LysP is expressed in the adult salivary gland; thirdly, LysS is expressed mainly in the gastric caecae of larvae; and finally, LysX is primarily expressed in the metamorphosing midgut of late larvae and early pupae. The LysD-like genes and LysS are strongly repressed in artificially infected animals, possibly reflecting a malaise reaction in the digestive tract. None of the genes is expressed in the fat body or haemocytes. Thus rather than being a component of the haemolymph, the Drosophila lysozymes are found mainly in the digestive tract where they are expressed at a high level. Furthermore all genes, except LysP, encode acidic proteins, in contrast to the strongly basic ""typical"" lysozymes. This is highly reminiscent of the situation in ruminants, where the lysozymes have been recruited for the digestion of symbiotic bacteria in the stomach.",1994,Molecular & general genetics : MGG,3.1,Daffre S,Hultmark D,"Department of Molecular Biology, Stockholm University, Sweden.",Sweden
2698,Stöven S;Ando I;Kadalayil L;Engström Y;Hultmark D,Activation of the Drosophila NF-kappaB factor Relish by rapid endoproteolytic cleavage.,11269501,1,4,"The Rel/NF-kappaB transcription factor Relish plays a key role in the humoral immune response in Drosophila. We now find that activation of this innate immune response is preceded by rapid proteolytic cleavage of Relish into two parts. An N-terminal fragment, containing the DNA-binding Rel homology domain, translocates to the nucleus where it binds to the promoter of the Cecropin A1 gene and probably to the promoters of other antimicrobial peptide genes. The C-terminal IkappaB-like fragment remains in the cytoplasm. This endoproteolytic cleavage does not involve the proteasome, requires the DREDD caspase, and is different from previously described mechanisms for Rel factor activation.",2000,EMBO reports,9.071,Stöven S,Hultmark D,"Umeå Center for Molecular Pathogenesis, Umeå University, Sweden.",Sweden
1757,Flatt T;Heyland A;Rus F;Porpiglia E;Sherlock C;Yamamoto R;Garbuzov A;Palli SR;Tatar M;Silverman N,Hormonal regulation of the humoral innate immune response in Drosophila melanogaster.,18689425,211,Pt 16,"Juvenile hormone (JH) and 20-hydroxy-ecdysone (20E) are highly versatile hormones, coordinating development, growth, reproduction and aging in insects. Pulses of 20E provide key signals for initiating developmental and physiological transitions, while JH promotes or inhibits these signals in a stage-specific manner. Previous evidence suggests that JH and 20E might modulate innate immunity, but whether and how these hormones interact to regulate the immune response remains unclear. Here we show that JH and 20E have antagonistic effects on the induction of antimicrobial peptide (AMP) genes in Drosophila melanogaster. 20E pretreatment of Schneider S2 cells promoted the robust induction of AMP genes, following immune stimulation. On the other hand, JH III, and its synthetic analogs (JHa) methoprene and pyriproxyfen, strongly interfered with this 20E-dependent immune potentiation, although these hormones did not inhibit other 20E-induced cellular changes. Similarly, in vivo analyses in adult flies confirmed that JH is a hormonal immuno-suppressor. RNA silencing of either partner of the ecdysone receptor heterodimer (EcR or Usp) in S2 cells prevented the 20E-induced immune potentiation. In contrast, silencing methoprene-tolerant (Met), a candidate JH receptor, did not impair immuno-suppression by JH III and JHa, indicating that in this context MET is not a necessary JH receptor. Our results suggest that 20E and JH play major roles in the regulation of gene expression in response to immune challenge.",2008,The Journal of experimental biology,2.8,Flatt T,Silverman N,"Division of Biology and Medicine, Department of Ecology and Evolutionary Biology, Brown University, Providence, RI 02912, USA.",USA
1834,Wigby S;Domanitskaya EV;Choffat Y;Kubli E;Chapman T,The effect of mating on immunity can be masked by experimental piercing in female Drosophila melanogaster.,18068720,54,2,"Mating and immunity are two major components of fitness and links between them have been demonstrated in a number of recent investigations. In Drosophila melanogaster, a seminal fluid protein, sex-peptide (SP), up-regulates a number of antimicrobial peptide (AMP) genes in females after mating but the resulting effect on pathogen resistance is unclear. In this study, we tested (1) whether SP-induced changes in gene expression affect the ability of females to kill injected non-pathogenic bacteria and (2) how the injection process per se affects the expression of AMP genes relative to SP. The ability of virgin females and females mated to SP lacking or control males to clear bacteria was assayed using an established technique in which Escherichia coli are injected directly into the fly body and the rate of clearance of the injected bacteria is determined. We found no repeatable differences in clearance rates between virgin females and females mated to SP producing or SP lacking males. However, we found that the piercing of the integument, as occurs during injection, up-regulates AMP gene expression much more strongly than SP. Thus, assays that involve piercing, which are commonly used in immunity studies, can mask more subtle and biologically relevant changes in immunity, such as those induced by mating.",2008,Journal of insect physiology,2.2,Wigby S,Chapman T,"Department of Biology, UCL, Darwin Building, London, UK. s.wigby@ucl.ac.uk",UK
1899,Tsichritzis T;Gaentzsch PC;Kosmidis S;Brown AE;Skoulakis EM;Ligoxygakis P;Mosialos G,A Drosophila ortholog of the human cylindromatosis tumor suppressor gene regulates triglyceride content and antibacterial defense.,17553907,134,14,"The cylindromatosis (CYLD) gene is mutated in human tumors of skin appendages. It encodes a deubiquitylating enzyme (CYLD) that is a negative regulator of the NF-kappaB and JNK signaling pathways, in vitro. However, the tissue-specific function and regulation of CYLD in vivo are poorly understood. We established a genetically tractable animal model to initiate a systematic investigation of these issues by characterizing an ortholog of CYLD in Drosophila. Drosophila CYLD is broadly expressed during development and, in adult animals, is localized in the fat body, ovaries, testes, digestive tract and specific areas of the nervous system. We demonstrate that the protein product of Drosophila CYLD (CYLD), like its mammalian counterpart, is a deubiquitylating enzyme. Impairment of CYLD expression is associated with altered fat body morphology in adult flies, increased triglyceride levels and increased survival under starvation conditions. Furthermore, flies with compromised CYLD expression exhibited reduced resistance to bacterial infections. All mutant phenotypes described were reversible upon conditional expression of CYLD transgenes. Our results implicate CYLD in a broad range of functions associated with fat homeostasis and host defence in Drosophila.",2007,"Development (Cambridge, England)",4.6,Tsichritzis T,Mosialos G,"Institute of Immunology, Biomedical Sciences Research Center Al. Fleming, 34 Al. Fleming Street, 16672 Vari, Greece.",Greece
1595,Bond D;Foley E,A quantitative RNAi screen for JNK modifiers identifies Pvr as a novel regulator of Drosophila immune signaling.,19893628,5,11,"Drosophila melanogaster responds to gram-negative bacterial challenges through the IMD pathway, a signal transduction cassette that is driven by the coordinated activities of JNK, NF-kappaB and caspase modules. While many modifiers of NF-kappaB activity were identified in cell culture and in vivo assays, the regulatory apparatus that determines JNK inputs into the IMD pathway is relatively unexplored. In this manuscript, we present the first quantitative screen of the entire genome of Drosophila for novel regulators of JNK activity in the IMD pathway. We identified a large number of gene products that negatively or positively impact on JNK activation in the IMD pathway. In particular, we identified the Pvr receptor tyrosine kinase as a potent inhibitor of JNK activation. In a series of in vivo and cell culture assays, we demonstrated that activation of the IMD pathway drives JNK-dependent expression of the Pvr ligands, Pvf2 and Pvf3, which in turn act through the Pvr/ERK MAP kinase pathway to attenuate the JNK and NF-kappaB arms of the IMD pathway. Our data illuminate a poorly understood arm of a critical and evolutionarily conserved innate immune response. Furthermore, given the pleiotropic involvement of JNK in eukaryotic cell biology, we believe that many of the novel regulators identified in this screen are of interest beyond immune signaling.",2009,PLoS pathogens,6.7,Bond D,Foley E,"Department of Medical Microbiology and Immunology, University of Alberta, Alberta Institute for Viral Immunology, Edmonton, Alberta, Canada.",Canada
1994,Senger K;Harris K;Levine M,GATA factors participate in tissue-specific immune responses in Drosophila larvae.,17032752,103,43,"Drosophila responds to infection by producing a broad range of antimicrobial agents in the fat body and more restricted responses in tissues such as the gut, trachea, and malpighian tubules. The regulation of antimicrobial genes in larval fat depends on linked Rel/NF-kappaB and GATA binding sites. Serpent functions as the major GATA transcription factor in the larval fat body. However, the transcriptional regulation of other tissue-specific responses is less well understood. Here, we present evidence that dGATAe regulates antimicrobial gene expression in the midgut. Regulatory regions for antimicrobial genes Diptericin and Metchnikowin require GATA sites for activation in the midgut, where Grain (dGATAc), dGATAd, and dGATAe are expressed in overlapping domains. Ectopic expression of dGATAe in the larval fat body, where it is normally absent, causes dramatic up-regulation of numerous innate immunity and gut genes, as judged by microarray analysis and in situ hybridization. Ectopic dGATAe also causes a host of symptoms reminiscent of hyperactive Toll (Toll(10b)) mutants, but without apparent activation of Toll signaling. Based on this evidence we propose that dGATAe mediates a Toll-independent immune response in the midgut, providing a window into the first and perhaps most ancient line of animal defense.",2006,Proceedings of the National Academy of Sciences of the United States of America,11.1,Senger K,Levine M,"Department of Molecular and Cell Biology, Division of Genetics, Genomics, and Development, Center for Integrative Genomics, University of California, Berkeley, CA 94720-3204, USA.",USA
2863,Han ZS;Enslen H;Hu X;Meng X;Wu IH;Barrett T;Davis RJ;Ip YT,A conserved p38 mitogen-activated protein kinase pathway regulates Drosophila immunity gene expression.,9584193,18,6,"Accumulating evidence suggests that the insect and mammalian innate immune response is mediated by homologous regulatory components. Proinflammatory cytokines and bacterial lipopolysaccharide stimulate mammalian immunity by activating transcription factors such as NF-kappaB and AP-1. One of the responses evoked by these stimuli is the initiation of a kinase cascade that leads to the phosphorylation of p38 mitogen-activated protein (MAP) kinase on Thr and Tyr within the motif Thr-Gly-Tyr, which is located within subdomain VIII. We have investigated the possible involvement of the p38 MAP kinase pathway in the Drosophila immune response. Two genes that are highly homologous to the mammalian p38 MAP kinase were molecularly cloned and characterized. Furthermore, genes that encode two novel Drosophila MAP kinase kinases, D-MKK3 and D-MKK4, were identified. D-MKK3 is an efficient activator of both Drosophila p38 MAP kinases, while D-MKK4 is an activator of D-JNK but not D-p38. These data establish that Drosophila indeed possesses a conserved p38 MAP kinase signaling pathway. We have examined the role of the D-p38 MAP kinases in the regulation of insect immunity. The results revealed that one of the functions of D-p38 is to attenuate antimicrobial peptide gene expression following exposure to lipopolysaccharide.",1998,Molecular and cellular biology,5.3,Han ZS,Ip YT,"Program in Molecular Medicine, Department of Biochemistry and Molecular Biology, Howard Hughes Medical Institute, Worcester, Massachusetts 01605, USA.",USA
1921,Fedorka KM;Linder JE;Winterhalter W;Promislow D,Post-mating disparity between potential and realized immune response in Drosophila melanogaster.,17311779,274,1614,"Reproductive costs are an essential component of evolutionary theory. For instance, an increase in reproduction is generally coupled with a decrease in immunocompetence shortly after mating. However, recent work in Drosophila melanogaster suggests that the potential to mount an immune response, as measured by the levels of immune gene expression, increases after mating. These data are in contrast to previous studies, which suggest that mating can reduce a fly's ability to survive an actual bacterial challenge (realized immunity). This pattern may be driven by some aspect of mating, independent of resource limitation, which reduces immune function by inhibiting the effective deployment of immune gene products. Though several studies have examined both the potential and the realized immunity after mating, none have examined these immune measures simultaneously. Here, we examined the link between the potential and the realized immunity in a sterile mutant of D. melanogaster. Shortly after mating, we found that female immune gene expression was high, but survival against infection was low. Surprisingly, this pattern was reversed within 24 h. Thus, estimates of immunity based on gene expression do not appear to reflect an actual ability to defend against pathogens in the hours following copulation. We discuss the possible mechanisms that may account for this pattern.",2007,Proceedings Biological Sciences,4.7,Fedorka KM,Promislow D,"Department of Biology, University of Central Florida, Orlando, FL 32816, USA. fedorka@mail.ucf.edu",USA
1756,Gao B;Zhu SY,Differential potency of drosomycin to Neurospora crassa and its mutant: implications for evolutionary relationship between defensins from insects and plants.,18651922,17,4,"Drosomycin, the first inducible antifungal peptide isolated from Drosophila, belongs to the superfamily of CSalphabeta-type defensins. In the present study we report a modified approach for high-level expression of drosomycin, which allows us to evaluate its differential potency on the filamentous fungus Neurospora crassa WT (wild type) and N. crassa MUT16, a specific resistance mutant strain to plant defensins, by using different approaches. The results presented here show for the first time that N. crassa MUT16 is resistant to our recombinant drosomycin. Differential survival rates of Drosophila larvae infected by N. crassa WT and MUT16 further confirm the key antifungal role of drosomycin in vivo. The absence of activity against MUT16 suggests a mechanical commonality between drosomycin and plant defensins, which provides additional evidence in favor of their homologous relationship. Furthermore, the existence of drosomycin-like molecules in fungi suggests that all these peptides could originate from a common ancestry rather than horizontal gene transfer between plants and insects, which is further strengthened by the monophyletic origin of these peptides from plants, fungi and insects.",2008,Insect molecular biology,2.6,Gao B,Zhu SY,"Group of Animal Innate Immunity, State Key Laboratory of Integrated Management of Pest Insects & Rodents, Institute of Zoology, Chinese Academy of Sciences, Beijing 100101, China.",China
2684,Werner T;Liu G;Kang D;Ekengren S;Steiner H;Hultmark D,A family of peptidoglycan recognition proteins in the fruit fly Drosophila melanogaster.,11106397,97,25,"Peptidoglycans from bacterial cell walls trigger immune responses in insects and mammals. A peptidoglycan recognition protein, PGRP, has been cloned from moths as well as vertebrates and has been shown to participate in peptidoglycan-mediated activation of prophenoloxidase in the silk moth. Here we report that Drosophila expresses 12 PGRP genes, distributed in 8 chromosomal loci on the 3 major chromosomes. By analyzing cDNA clones and genomic databases, we grouped them into two classes: PGRP-SA, SB1, SB2, SC1A, SC1B, SC2, and SD, with short transcripts and short 5'-untranslated regions; and PGRP-LA, LB, LC, LD, and LE, with long transcripts and long 5'-untranslated regions. The predicted structures indicate that the first group encodes extracellular proteins and the second group, intracellular and membrane-spanning proteins. Most PGRP genes are expressed in all postembryonic stages. Peptidoglycan injections strongly induce five of the genes. Transcripts from the different PGRP genes were found in immune competent organs such as fat body, gut, and hemocytes. We demonstrate that at least PGRP-SA and SC1B can bind peptidoglycan, and a function in immunity is likely for this family.",2000,Proceedings of the National Academy of Sciences of the United States of America,11.1,Werner T,Hultmark D,"Umeå Centre for Molecular Pathogenesis, Umeâ University, S-901 87 Umeå, Sweden.",Sweden
1948,Pham LN;Dionne MS;Shirasu-Hiza M;Schneider DS,A specific primed immune response in Drosophila is dependent on phagocytes.,17352533,3,3,"Drosophila melanogaster, like other invertebrates, relies solely on its innate immune response to fight invading microbes; by definition, innate immunity lacks adaptive characteristics. However, we show here that priming Drosophila with a sublethal dose of Streptococcus pneumoniae protects against an otherwise-lethal second challenge of S. pneumoniae. This protective effect exhibits coarse specificity for S. pneumoniae and persists for the life of the fly. Although not all microbial challenges induced this specific primed response, we find that a similar specific protection can be elicited by Beauveria bassiana, a natural fly pathogen. To characterize this primed response, we focused on S. pneumoniae-induced protection. The mechanism underlying this protective effect requires phagocytes and the Toll pathway. However, activation of the Toll pathway is not sufficient for priming-induced protection. This work contradicts the paradigm that insect immune responses cannot adapt and will promote the search for similar responses overlooked in organisms with an adaptive immune response.",2007,PLoS pathogens,6.7,Pham LN,Schneider DS,"Department of Microbiology and Immunology, Stanford University, Stanford, California, United States of America.",USA
2785,Levashina EA;Langley E;Green C;Gubb D;Ashburner M;Hoffmann JA;Reichhart JM,Constitutive activation of toll-mediated antifungal defense in serpin-deficient Drosophila.,10489372,285,5435,"The antifungal defense of Drosophila is controlled by the spaetzle/Toll/cactus gene cassette. Here, a loss-of-function mutation in the gene encoding a blood serine protease inhibitor, Spn43Ac, was shown to lead to constitutive expression of the antifungal peptide drosomycin, and this effect was mediated by the spaetzle and Toll gene products. Spaetzle was cleaved by proteolytic enzymes to its active ligand form shortly after immune challenge, and cleaved Spaetzle was constitutively present in Spn43Ac-deficient flies. Hence, Spn43Ac negatively regulates the Toll signaling pathway, and Toll does not function as a pattern recognition receptor in the Drosophila host defense.",1999,"Science (New York, N.Y.)",56.9,Levashina EA,Reichhart JM,"UPR 9022 CNRS, Institut de Biologie Moléculaire et Cellulaire, 15 Rue René Descartes, Strasbourg 67084, France.",France
1749,Wang L;Gilbert RJ;Atilano ML;Filipe SR;Gay NJ;Ligoxygakis P,Peptidoglycan recognition protein-SD provides versatility of receptor formation in Drosophila immunity.,18697931,105,33,"In Drosophila, the enzymatic activity of the glucan binding protein GNBP1 is needed to present Gram-positive peptidoglycan (PG) to peptidoglycan recognition protein SA (PGRP-SA). However, an additional PGRP (PGRP-SD) has been proposed to play a partially redundant role with GNBP1 and PGRP-SA. To reconcile the genetic results with events at the molecular level, we investigated how PGRP-SD participates in the sensing of Gram-positive bacteria. PGRP-SD enhanced the binding of GNBP1 to Gram-positive PG. PGRP-SD interacted with GNBP1 and enhanced the interaction between GNBP1 and PGRP-SA. A complex containing all three proteins could be detected in native gels in the presence of PG. In solution, addition of a highly purified PG fragment induced the occurrence not only of the ternary complex but also of dimeric subcomplexes. These results indicate that the interplay between the binding affinities of different PGRPs provides sufficient flexibility for the recognition of the highly diverse Gram-positive PG.",2008,Proceedings of the National Academy of Sciences of the United States of America,11.1,Wang L,Ligoxygakis P,"Genetics Unit, Department of Biochemistry, South Parks Road, University of Oxford, Oxford OX1 3QU, United Kingdom.",UK
1679,Ren C;Finkel SE;Tower J,Conditional inhibition of autophagy genes in adult Drosophila impairs immunity without compromising longevity.,18955126,44,3,"Immune function declines with age in Drosophila and humans, and autophagy is implicated in immune function. In addition, autophagy genes are required for life span extension caused by reduced insulin/IGF1-like signaling and dietary restriction in Caenorhabditiselegans. To test if the autophagy pathway might be limiting for immunity and/or life span in adult Drosophila, the Geneswitch system was used to cause conditional inactivation of the autophagy genes Atg5, Atg7 and Atg12 by RNAi. Conditional inhibition of Atg genes in adult flies reduced lysotracker staining of adult tissues, and reduced resistance to injected Escherichia coli, as evidenced by increased bacterial titers and reduced fly survival. However, survival of uninjected flies was unaffected by Atg gene inactivation. The data indicate that Atg gene activity is required for normal immune function in adult flies, and suggest that neither autophagy nor immune function are limiting for adult life span under typical laboratory conditions.",2009,Experimental gerontology,3.9,Ren C,Tower J,"Molecular and Computational Biology Program, Department of Biological Sciences, University of Southern California, University Park, Los Angeles, CA 90089-2910, USA.",USA
2500,De Gregorio E;Spellman PT;Tzou P;Rubin GM;Lemaitre B,The Toll and Imd pathways are the major regulators of the immune response in Drosophila.,12032070,21,11,"Microarray studies have shown recently that microbial infection leads to extensive changes in the Drosophila gene expression programme. However, little is known about the control of most of the fly immune-responsive genes, except for the antimicrobial peptide (AMP)-encoding genes, which are regulated by the Toll and Imd pathways. Here, we used oligonucleotide microarrays to monitor the effect of mutations affecting the Toll and Imd pathways on the expression programme induced by septic injury in Drosophila adults. We found that the Toll and Imd cascades control the majority of the genes regulated by microbial infection in addition to AMP genes and are involved in nearly all known Drosophila innate immune reactions. However, we identified some genes controlled by septic injury that are not affected in double mutant flies where both Toll and Imd pathways are defective, suggesting that other unidentified signalling cascades are activated by infection. Interestingly, we observed that some Drosophila immune-responsive genes are located in gene clusters, which often are transcriptionally co-regulated.",2002,The EMBO journal,11.4,De Gregorio E,Lemaitre B,"Centre de Génétique Moléculaire, CNRS, F-91198 Gif-sur-Yvette, France.",France
1662,Wiklund ML;Steinert S;Junell A;Hultmark D;Stöven S,"The N-terminal half of the Drosophila Rel/NF-kappaB factor Relish, REL-68, constitutively activates transcription of specific Relish target genes.",19135474,33,5,"The Rel/NF-kappaB transcription factor Relish is a major regulator of the antimicrobial response in Drosophila. Upon immune challenge, Relish is cleaved to generate two fragments, the DNA-binding transcription factor REL-68 and the IkappaB-like REL-49. Using transgenic fly strains we show here that overexpression of REL-68 separately from REL-49 is sufficient to activate strong constitutive transcription of the Diptericin gene, but little constitutive or inducible transcription of Attacin and Cecropin, two other Relish target genes. Their transcription may therefore require additional modifications of Relish. However, phosphorylation of the conserved serine residue S431 is not involved in such modifications. This is unlike p65 and Dorsal, which are modulated by phosphorylation at their homologous site. In contrast to other IkappaB proteins, overexpression of REL-49 had no inhibitory effect on Relish-dependent transcription. Instead, we propose that the C-terminal IkappaB-like domain executes a scaffolding and recruiting function for full activation of Relish.",2009,Developmental and comparative immunology,2.9,Wiklund ML,Stöven S,"Umeå Centre for Molecular Pathogenesis, Umeå University, Umeå, Sweden.",Sweden
1992,Kim M;Lee JH;Lee SY;Kim E;Chung J,"Caspar, a suppressor of antibacterial immunity in Drosophila.",17050695,103,44,"Drosophila has a primitive yet highly effective innate immune system. Although the infection-dependent activation mechanisms of the Drosophila immune system are well understood, its inhibitory regulation remains elusive. To find novel suppressors of the immune system, we performed a genetic screening for Drosophila mutants with hyperactivated immune responses and isolated a loss-of-function mutant of caspar whose product is homologous to Fas-associating factor 1 in mammals. Interestingly, caspar mutant flies showed increased antibacterial immune responses including increased resistance to bacterial infection and a constitutive expression of diptericin, a representative antibacterial peptide gene. Conversely, ectopic expression of caspar strongly suppressed the infection-dependent gene expression of diptericin, which allowed bacterial outgrowth. Consistent with these physiological phenotypes, Caspar negatively regulated the immune deficiency (Imd)-mediated immune responses by blocking nuclear translocation of Relish, an NF-kappaB transcription factor. In addition, we further demonstrated that Dredd-dependent cleavage of Relish, a prerequisite event for the nuclear entry of Relish, is the target of the Caspar-mediated suppression of the Imd pathway. Remarkably, Caspar was highly specific for the Imd pathway and did not affect the Toll pathway, which is crucial for antifungal immunity. Collectively, our elucidation of an inhibitory mechanism of the Imd pathway by Caspar will provide a valuable insight into understanding complex regulatory mechanisms of the innate immune systems in both Drosophila and mammals.",2006,Proceedings of the National Academy of Sciences of the United States of America,11.1,Kim M,Chung J,"National Creative Research Initiatives Center for Cell Growth Regulation and Department of Biological Sciences, Korea Advanced Institute of Science and Technology, 373-1 Kusong-dong, Yusong, Taejon 305-701, Korea.",Korea
2492,Ligoxygakis P;Bulet P;Reichhart JM,Critical evaluation of the role of the Toll-like receptor 18-Wheeler in the host defense of Drosophila.,12101100,3,7,"Essential aspects of innate immune responses to microbial infections appear to be conserved between insects and mammals. In particular, in both groups, transmembrane receptors of the Toll superfamily play a crucial role in activating immune defenses. The Drosophila Toll family member 18-Wheeler had been proposed to sense Gram-negative infection and direct selective expression of peptides active against Gram-negative bacteria. Here we re-examine the role of 18-Wheeler and show that in adults it is dispensable for immune responses. In larvae, 18wheeler is required for normal fat body development, and in mutant larvae induction of all antimicrobial peptide genes, and not only of those directed against Gram-negative bacteria, is compromised. 18-Wheeler does not qualify as a pattern recognition receptor of Gram-negative bacteria.",2002,EMBO reports,9.071,Ligoxygakis P,Reichhart JM,"Institut de Biologie Moléculaire and Cellulaire, Strasbourg Cedex, France.",France
